P No.,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,MPG Taxonomic Notes yes::Taxonomic Note Striped,MPG Taxonomic Notes yes::Synonymy striped
932946,10446.1,Leucania lapidaria,"(Grote, 1876)",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,lapidaria,https://mothphotographersgroup.msstate.edu/species.php?hodges=10446.1,"Leucania lapidaria (Grote, 1876), formerly treated as a synonym of 10446 Leucania multilinea Walker, 1856, is raised to full species status in Rings et al. (1992).","Heliophila lapidaria Grote, 1876"
932947,10447,Leucania commoides,"Guenée, 1852",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,commoides,https://mothphotographersgroup.msstate.edu/species.php?hodges=10447,,"Leucania commoides Guenée, 1852"
932948,10449,Leucania insueta,"Guenée, 1852",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,insueta,https://mothphotographersgroup.msstate.edu/species.php?hodges=10449,,"Leucania insueta Guenée, 1852
Heliophila adonea Grote, 1874
Phalaena comma of authors not Linnaeus, 1761
Noctua congener Hübner, 1803
Leucania nigrofasciata Hampson, 1894
Leucania rhodocomma Püngeler, 1900
Leucania suffusa Tutt, 1888
Noctua turbida Hübner, 1803
Leucania megadia Smith, 1902
Leucania heterodoxa Smith, 1894
Leucania mimica Strecker, 1899"
932949,10449.1,Leucania dia,"(Grote, 1879)",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,dia,https://mothphotographersgroup.msstate.edu/species.php?hodges=10449.1,"Leucania dia (Grote, 1879), formerly treated as a subspecies of 10449 L. insueta Guenée, 1852 in Hodges et al. (1983) (Checklist), is elevated to full species and includes as a synonym Leucania comma of authors not (Linnaeus, 1761) [10448] in Anweiler & Schmidt in Pohl et al. (2010), ZooKeys, 38: 508.","Heliophila dia Grote, 1879
Phalaena comma of authors not Linnaeus, 1761"
932950,10450,Leucania incognita,"(Barnes & McDunnough, 1918)",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,incognita,https://mothphotographersgroup.msstate.edu/species.php?hodges=10450,,"Cirphis incognita Barnes & McDunnough, 1918"
932951,10450.1,Leucania inconspicua,"Herrich-Schäffer, 1868",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,inconspicua,https://mothphotographersgroup.msstate.edu/species.php?hodges=10450.1,"Leucania inconspicua Herrich-Schäffer, 1868 is now recognized within the North American fauna north of Mexico from Florida in Dickel (1991), Trop. Lepid., 2(1): 57; fig. 28.","Leucania inconspicua Herrich-Schäffer, 1868"
932952,10451,Leucania oaxacana,"Schaus, 1898",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,oaxacana,https://mothphotographersgroup.msstate.edu/species.php?hodges=10451,,"Leucania oaxacana Schaus, 1898
Leucania complicata Strecker, 1898"
932953,10452,Leucania imperfecta,"Smith, 1894",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,imperfecta,https://mothphotographersgroup.msstate.edu/species.php?hodges=10452,,"Leucania imperfecta Smith, 1894"
932953.1,10441.1,Leucania oregona,"Smith, 1902",Oregon Wainscot,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,oregona,https://mothphotographersgroup.msstate.edu/species.php?hodges=10441.1,"Leucania oregona Smith, 1902 was elevated from synonymy of 10441 Leucania farcta in Lafontaine & Schmidt (2010), ZooKeys, 40: 156. The phylogenetic sequence number 932940 was changed to 932953.1 to follow Leucania imperfecta, the species to which it is most closely related, ZooKeys, 788: 156.","Leucania oregona Smith, 1902"
932953.2,10450.01,Leucania chejela,"(Schaus, 1921)",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,chejela,https://mothphotographersgroup.msstate.edu/species.php?hodges=10450.01,"Leucania chejela (Schaus, 1921), a Caribbean and Central American species now recognized within the North American fauna north of Mexico, was first discovered at Bahia Honda State Park in the Florida Keys by Jim Troubridge in 2013, ZooKeys, 788: 249.","Cirphis chejela Schaus, 1921"
932954,10453,Leucania stolata,"Smith, 1894",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,stolata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10453,,"Leucania stolata Smith, 1894"
932955,10453.1,Leucania subpunctata,"(Harvey, 1875)",Forage Armyworm,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,subpunctata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10453.1,"Leucania subpunctata: Includes as a synonym 10454 Leucania latiuscula of authors not Herrich-Schäffer, 1868. (True L. latiuscula is added to the checklist in 2017.)","Heliophila subpunctata Harvey, 1875
Leucania latiuscula of authors not Herrich-Schäffer, 1868"
932955.1,10453.2,Leucania rawlinsi,"Adams, 2001",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,rawlinsi,https://mothphotographersgroup.msstate.edu/species.php?hodges=10453.2,"Leucania rawlinsi Adams, 2001, a species described from Jamaica whose range extends as far north as Cuba and the Bahamas and now recognized within the North American fauna north of Mexico, was first discovered in the National Key Deer Refuge in the Florida Keys by Jim Troubridge in 2017, ZooKeys, 788: 249.","Leucania rawlinsi Adams, 2001"
932956,10451.1,Leucania lobrega,"Adams, 2001",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,lobrega,https://mothphotographersgroup.msstate.edu/species.php?hodges=10451.1,"Leucania lobrega Adams, 2001, n. sp., was first recorded in the US from Florida as L. opalisans by Dickel (1991).","Leucania lobrega Adams, 2001"
932957,10455,Leucania scirpicola,"Guenée, 1852",Scirpus Wainscot,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,scirpicola,https://mothphotographersgroup.msstate.edu/species.php?hodges=10455,,"Leucania scirpicola Guenée, 1852
Leucania calpota Smith, 1908
Leucania juncicola Guenée, 1852
Leucania pendens Smith, 1905"
932958,10455.1,Leucania senescens,"Möschler, 1890",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,senescens,https://mothphotographersgroup.msstate.edu/species.php?hodges=10455.1,"Leucania senescens Möschler, 1890 is now recognized within the North American fauna north of Mexico from from Florida in Dickel (1991), Trop. Lepid., 2(1): 57; fig. 30.","Leucania senescens Möschler, 1890"
932959,10447.1,Leucania dorsalis,"Walker, 1856",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,dorsalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10447.1,"Leucania dorsalis Walker, 1856 is now recognized within the North American fauna north of Mexico from Florida in Dickel (1991), Trop. Lepid., 2(1): 57. This is common species overlooked due to its similarity to 10457 Leucania infatuans Franclemont, 1972","Leucania dorsalis Walker, 1856"
932960,10456,Leucania adjuta,"(Grote, 1874)",Adjutant Wainscot,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,adjuta,https://mothphotographersgroup.msstate.edu/species.php?hodges=10456,,"Heliophila adjuta Grote, 1874"
932961,10457,Leucania infatuans,"Franclemont, 1972",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,infatuans,https://mothphotographersgroup.msstate.edu/species.php?hodges=10457,,"Leucania infatuans Franclemont, 1972"
932961.1,10454,Leucania latiuscula,"Herrich-Schäffer, 1868",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,latiuscula,https://mothphotographersgroup.msstate.edu/species.php?hodges=10454,"Leucania latiuscula Herrich-Schäffer, 1868, now recognized within the North American fauna north of Mexico, was first discovered in the National Key Deer Refuge in the Florida Keys by Jim Troubridge, ZooKeys, 788: 249.10454 Leucania latiuscula of authors not Herrich-Schäffer, 1868, the taxon listed in Hodges et al. (1983) (Checklist), is a synonym of 10453.1 Leucania subpunctata - Lafontaine & Schmidt (2010), ZooKeys, 40: 157.","Leucania latiuscula Herrich-Schäffer, 1868
Leucania jaliscana Schaus, 1898
Leucania orizaba Schaus, 1898
Leucania punctifera Möschler, 1880
Leucania tinila Schaus, 1894"
932962,10458,Leucania elephas,"Troubridge, 2020",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,elephas,https://mothphotographersgroup.msstate.edu/species.php?hodges=10458,"Leucania elephas Troubridge, 2020, n. sp., Insecta Mundi, 0789: 36; Fig. 50, 100, 137, includes as a synonym [10458] Leucania humidicola of authors not Guenée, 1852. ""True"" L. humidicola is extralimital to the US and Canada.","Leucania elephas Troubridge, 2020
Leucania humidicola of authors not Guenée, 1852"
932962.1,10458.1,Leucania solita,"Walker, 1856",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,solita,https://mothphotographersgroup.msstate.edu/species.php?hodges=10458.1,"Leucania solita Walker, 1856, formerly listed variously as a synonym of humidicola or multilinea, is treated as a full species in Troubridge (2020).","Leucania solita Walker, 1856"
932963,10459,Leucania inermis,"(Forbes, 1936)",Unarmed Wainscot,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,inermis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10459,,"Cirphis inermis Forbes, 1936"
932964,10460,Leucania calidior,"(Forbes, 1936)",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,calidior,https://mothphotographersgroup.msstate.edu/species.php?hodges=10460,,"Cirphis calidior Forbes, 1936
Cirphis callidior of authors, [no date]"
932965,10461,Leucania ursula,"(Forbes, 1936)",Ursula Wainscot,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,ursula,https://mothphotographersgroup.msstate.edu/species.php?hodges=10461,,"Cirphis ursula Forbes, 1936"
932966,10462,Leucania pseudargyria,"Guenée, 1852",False Wainscot,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,pseudargyria,https://mothphotographersgroup.msstate.edu/species.php?hodges=10462,,"Leucania pseudargyria Guenée, 1852
Heliophila callida Grote, 1882
[unknown] derufata Strand, 1917"
932967,10463,Leucania pilipalpis,"(Grote, 1877)",,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,,Leucania,pilipalpis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10463,,"Heliophila pilipalpis Grote, 1877"
932968,10339.3,Lasionycta skraelingia,"(Herrich-Schäffer, 1852)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,skraelingia,https://mothphotographersgroup.msstate.edu/species.php?hodges=10339.3,Lasionycta skraelingia: Recorded in North America in Yukon.,"Phlogophora skraelingia Herrich-Schäffer, 1852
Lasionycta scraelingia Hampson, 1905"
932969,10339.4,Lasionycta taigata,"Lafontaine, 1988",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,taigata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10339.4,,"Lasionycta taigata Lafontaine, 1988"
932970,10315,Lasionycta secedens,"(Walker, [1858])",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,secedens,https://mothphotographersgroup.msstate.edu/species.php?hodges=10315,Lasionycta secedens: Formerly placed in the genus Anartomima.,"Plusia secedens Walker, [1858]
Anarta bohemani Staudinger, 1861"
932971,10339.2,Lasionycta phaea,"(Hampson, 1905)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,phaea,https://mothphotographersgroup.msstate.edu/species.php?hodges=10339.2,Lasionycta phaea was a subspecies of 10339 - Lasionycta impingens.,"Anarta phaea Hampson, 1905"
932972,10356,Lasionycta subdita,"(Möschler, 1860)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,subdita,https://mothphotographersgroup.msstate.edu/species.php?hodges=10356,Lasionycta subdita: Includes as a synonym Lasionycta membrosa [10357].,"Dianthoecia subdita Möschler, 1860
Anarta membrosa Morrison, 1875"
932973,10362,Lasionycta conjugata,"(Smith, 1899)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,conjugata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10362,,"Scotogramma conjugata Smith, 1899"
932974,10362.1,Lasionycta fergusoni,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,fergusoni,https://mothphotographersgroup.msstate.edu/species.php?hodges=10362.1,,"Lasionycta fergusoni Crabo & Lafontaine, 2009"
932975,10360,Lasionycta mutilata,"(Smith, 1898)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,mutilata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10360,Lasionycta mutilata: Includes as a synonym Lasionycta rainieri [10361].,"Mamestra mutilata Smith, 1898
Lasionycta rainieri Franclemont & Todd, 1983
Mamestra rainierii Smith, 1900"
932976,10360.1,Lasionycta haida,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,haida,https://mothphotographersgroup.msstate.edu/species.php?hodges=10360.1,,"Lasionycta haida Crabo & Lafontaine, 2009"
932977,10342,Lasionycta luteola,"(Smith, 1893)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,luteola,https://mothphotographersgroup.msstate.edu/species.php?hodges=10342,,"Scotogramma luteola Smith, 1893"
932978,10336,Lasionycta leucocycla,"(Staudinger, 1857)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,leucocycla,https://mothphotographersgroup.msstate.edu/species.php?hodges=10336,,"Anarta leucocycla Staudinger, 1857
Anarta moeschleri Staudinger, 1901
Anarta hampa Smith, 1908
Anarta albertensis McDunnough, 1925"
932979,10337.1,Lasionycta flanda,"(Smith, 1908)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,flanda,https://mothphotographersgroup.msstate.edu/species.php?hodges=10337.1,Lasionycta flanda: Elevated from subspecies of 10336 - Lasionycta leucocycla.,"Anarta flanda Smith, 1908"
932980,10337.2,Lasionycta coracina,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,coracina,https://mothphotographersgroup.msstate.edu/species.php?hodges=10337.2,,"Lasionycta coracina Crabo & Lafontaine, 2009"
932981,10337.3,Lasionycta anthracina,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,anthracina,https://mothphotographersgroup.msstate.edu/species.php?hodges=10337.3,,"Lasionycta anthracina Crabo & Lafontaine, 2009"
932982,10348,Lasionycta poca,"(Barnes & Benjamin, 1923)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,poca,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348,Lasionycta poca: Includes as a subspecies Lasionycta coloradensis [10337].,"Anarta poca Barnes & Benjamin, 1923"
932983,10337,Lasionycta coloradensis,"(Richards, 1943)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,coloradensis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10337,,"Anarta coloradensis Richards, 1943"
932984,10348.1,Lasionycta illima,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,illima,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348.1,,"Lasionycta illima Crabo & Lafontaine, 2009"
932985,10348.2,Lasionycta frigida,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,frigida,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348.2,,"Lasionycta frigida Crabo & Lafontaine, 2009"
932986,10348.3,Lasionycta sasquatch,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,sasquatch,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348.3,,"Lasionycta sasquatch Crabo & Lafontaine, 2009"
932987,10359,Lasionycta benjamini,"Hill, 1927",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,benjamini,https://mothphotographersgroup.msstate.edu/species.php?hodges=10359,,"Lascionycta benjamini Hill, 1927
Lasionycta medaminosa Crabo & Lafontaine, 2009"
932988,10352,Lasionycta perplexa,"(Smith, 1888)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,perplexa,https://mothphotographersgroup.msstate.edu/species.php?hodges=10352,Lasionycta perplexa: Includes as synonyms Lasionycta alberta [10353] and Lasionycta marloffi [10354].,"Scotogramma perplexa Smith, 1888
Lasionycta alberta Barnes & Benjamin, 1923
Anytus marloffi Dyar, 1922"
932989,10352.1,Lasionycta perplexella,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,perplexella,https://mothphotographersgroup.msstate.edu/species.php?hodges=10352.1,,"Lasionycta perplexella Crabo & Lafontaine, 2009"
932990,10352.2,Lasionycta subalpina,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,subalpina,https://mothphotographersgroup.msstate.edu/species.php?hodges=10352.2,,"Lasionycta subalpina Crabo & Lafontaine, 2009"
932991,10358,Lasionycta subfuscula,"(Grote, 1874)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,subfuscula,https://mothphotographersgroup.msstate.edu/species.php?hodges=10358,Lasionycta subfuscula: Includes as a synonym Lasionycta sedilis [10363].,"Anarta subfuscula Grote, 1874
Scotogramma sedilis Smith, 1899
Lasionycta livida Crabo & Lafontaine, 2009"
932992,10334,Lasionycta staudingeri,"(Aurivillius, 1891)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,staudingeri,https://mothphotographersgroup.msstate.edu/species.php?hodges=10334,Lasionycta staudingeri: Includes as a subspecies Lasionycta preblei [10349].,"Anarta staudingeri Aurivillius, 1891
Lasionycta sajanensis Kononenko, 1986
Xestia schoenherri of authors not Zetterstedt, 1839
Anarta zemblica Hampson, 1905
Anarta preblei Benjamin, 1933"
932993,10350,Lasionycta dolosa,"(Barnes & Benjamin, 1923)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,dolosa,https://mothphotographersgroup.msstate.edu/species.php?hodges=10350,,"Anarta dolosa Barnes & Benjamin, 1923"
932994,10350.1,Lasionycta subfumosa,"(Gibson, 1920)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,subfumosa,https://mothphotographersgroup.msstate.edu/species.php?hodges=10350.1,,"Anarta subfumosa Gibson, 1920"
932995,10335,Lasionycta quadrilunata,"(Grote, 1874)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,quadrilunata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10335,,"Anarta quadrilunata Grote, 1874
Lasionycta yukona Lafontaine, 1986"
932996,10338,Lasionycta lagganata,"(Barnes & Benjamin, 1924)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,lagganata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10338,,"Anarta lagganata Barnes & Benjamin, 1924"
932997,10338.1,Lasionycta carolynae,"Crabo, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,carolynae,https://mothphotographersgroup.msstate.edu/species.php?hodges=10338.1,,"Lasionycta carolynae Crabo, 2009"
932998,10341,Lasionycta phoca,"(Möschler, 1864)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,phoca,https://mothphotographersgroup.msstate.edu/species.php?hodges=10341,Lasionycta phoca: Includes as a synonym Lasionycta albinuda [10355].,"Dianthoecia phoca Möschler, 1864
Scotogramma albinuda Smith, 1903"
932999,10346,Lasionycta uniformis,"(Smith, 1893)",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,uniformis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346,,"Scotogramma uniformis Smith, 1893
Lasionycta multicolor Crabo & Lafontaine, 2009
Lasionycta fusca Crabo & Lafontaine, 2009
Lasionycta shasta Crabo & Lafontaine, 2009
Lasionycta handfieldi Crabo & Lafontaine, 2009"
933000,10346.1,Lasionycta brunnea,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,brunnea,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346.1,,"Lasionycta brunnea Crabo & Lafontaine, 2009"
933001,10346.2,Lasionycta caesia,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,caesia,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346.2,,"Lasionycta caesia Crabo & Lafontaine, 2009"
933002,10346.3,Lasionycta gelida,"Crabo & Lafontaine, 2009",,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,,Lasionycta,gelida,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346.3,,"Lasionycta gelida Crabo & Lafontaine, 2009"
